prob.cluster1	prob.cluster2	prob.cluster3	prob.cluster4	prob.cluster5	prob.cluster6	prob.cluster7	prob.cluster8	prob.cluster9	prob.cluster10	prob.cluster11	prob.cluster12	prob.cluster13	prob.cluster14	prob.cluster15	prob.cluster16	most.likely.cluster
0	0	0.06	0.604	0.336	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0.091	0.64	0.269	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0	0.012	0.988	0	0	0	0	0	0	0	0	0	0	0	5
0.013	0.969	0.018	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0.001	0.131	0.732	0.136	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0	0.007	0.993	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.205	0.781	0.014	0	0	0	0	0	0	0	0	0	0	0	4
0	0.003	0.189	0.704	0.104	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0.004	0.135	0.861	0	0	0	0	0	0	0	0	0	0	0	5
0	0.195	0.49	0.315	0	0	0	0	0	0	0	0	0	0	0	0	3
0	0	0.087	0.55	0.363	0	0	0	0	0	0	0	0	0	0	0	4
0	0.035	0.358	0.603	0.004	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0.006	0.083	0.911	0	0	0	0	0	0	0	0	0	0	0	5
0	0.031	0.432	0.537	0	0	0	0	0	0	0	0	0	0	0	0	4
0	0.995	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0.008	0.118	0.874	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.001	0.087	0.912	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.026	0.392	0.582	0	0	0	0	0	0	0	0	0	0	0	5
0	0.009	0.279	0.689	0.023	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0	0	0.998	0	0.002	0	0	0	0	0	0	0	0	0	5
0	0.022	0.37	0.598	0.01	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0	0.095	0.905	0	0	0	0	0	0	0	0	0	0	0	5
0	0.002	0.207	0.76	0.031	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0	0.024	0.976	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.001	0.028	0.971	0	0	0	0	0	0	0	0	0	0	0	5
0	0.031	0.388	0.579	0.002	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0.004	0.135	0.861	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0.009	0.989	0	0.001	0	0.001	0	0	0	0	0	0	0	5
0	0	0	0.037	0.963	0	0	0	0	0	0	0	0	0	0	0	5
0	0.009	0.374	0.616	0.001	0	0	0	0	0	0	0	0	0	0	0	4
0.033	0.958	0.008	0.001	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0.013	0.364	0.619	0.004	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0.005	0.216	0.779	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.048	0.564	0.388	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0	0.002	0.998	0	0	0	0	0	0	0	0	0	0	0	5
0.107	0.888	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0	0.002	0.997	0	0	0	0.001	0	0	0	0	0	0	0	5
0	0.012	0.342	0.645	0.001	0	0	0	0	0	0	0	0	0	0	0	4
0.075	0.924	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0.081	0.395	0.52	0.004	0	0	0	0	0	0	0	0	0	0	0	4
0	0.164	0.477	0.359	0	0	0	0	0	0	0	0	0	0	0	0	3
0	0.005	0.26	0.715	0.02	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0.001	0.052	0.947	0	0	0	0	0	0	0	0	0	0	0	5
0	0.728	0.225	0.047	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0.001	0.269	0.719	0.011	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0.063	0.73	0.207	0	0	0	0	0	0	0	0	0	0	0	4
0	0.172	0.504	0.324	0	0	0	0	0	0	0	0	0	0	0	0	3
0	0	0.1	0.766	0.134	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0.076	0.623	0.301	0	0	0	0	0	0	0	0	0	0	0	4
0	0.309	0.505	0.186	0	0	0	0	0	0	0	0	0	0	0	0	3
0.002	0.982	0.016	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0.008	0.368	0.622	0.002	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0	0.027	0.973	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.012	0.107	0.881	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.193	0.792	0.015	0	0	0	0	0	0	0	0	0	0	0	4
0	0.314	0.344	0.336	0.006	0	0	0	0	0	0	0	0	0	0	0	3
0	0	0.015	0.418	0.567	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.186	0.788	0.026	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0	0.009	0.991	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0.059	0.941	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0.02	0.98	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5
0	0.001	0.067	0.409	0.523	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.106	0.749	0.145	0	0	0	0	0	0	0	0	0	0	0	4
0	0.089	0.367	0.526	0.018	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0.043	0.451	0.506	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.01	0.251	0.739	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.004	0.095	0.901	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.18	0.795	0.025	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0.009	0.101	0.89	0	0	0	0	0	0	0	0	0	0	0	5
0	0.011	0.243	0.708	0.038	0	0	0	0	0	0	0	0	0	0	0	4
0.005	0.923	0.063	0.009	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0.003	0.067	0.93	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.172	0.782	0.046	0	0	0	0	0	0	0	0	0	0	0	4
0	0.004	0.241	0.734	0.021	0	0	0	0	0	0	0	0	0	0	0	4
0	0.008	0.332	0.657	0.003	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0.001	0.03	0.969	0	0	0	0	0	0	0	0	0	0	0	5
0	0.37	0.31	0.306	0.014	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0	0	0.999	0	0.001	0	0	0	0	0	0	0	0	0	5
0	0	0	0.04	0.96	0	0	0	0	0	0	0	0	0	0	0	5
0	0.352	0.424	0.224	0	0	0	0	0	0	0	0	0	0	0	0	3
0.001	0.94	0.055	0.004	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0.182	0.49	0.328	0	0	0	0	0	0	0	0	0	0	0	0	3
0	0	0	0.033	0.967	0	0	0	0	0	0	0	0	0	0	0	5
0	0.017	0.244	0.624	0.115	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0.099	0.785	0.116	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0.133	0.708	0.159	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0	0.015	0.985	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0.002	0.998	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.008	0.184	0.808	0	0	0	0	0	0	0	0	0	0	0	5
0	0.013	0.382	0.604	0.001	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5
0	0.004	0.241	0.702	0.053	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0	0	0.996	0	0.001	0.002	0.001	0	0	0	0	0	0	0	5
0	0.066	0.429	0.505	0	0	0	0	0	0	0	0	0	0	0	0	4
0	0.086	0.361	0.546	0.007	0	0	0	0	0	0	0	0	0	0	0	4
0	0.261	0.414	0.325	0	0	0	0	0	0	0	0	0	0	0	0	3
0	0	0	0.096	0.904	0	0	0	0	0	0	0	0	0	0	0	5
0.002	0.587	0.223	0.183	0.005	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0	0.021	0.979	0	0	0	0	0	0	0	0	0	0	0	5
0	0.255	0.534	0.211	0	0	0	0	0	0	0	0	0	0	0	0	3
0.001	0.855	0.114	0.03	0	0	0	0	0	0	0	0	0	0	0	0	2
0.005	0.983	0.012	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0.158	0.734	0.108	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0.129	0.738	0.133	0	0	0	0	0	0	0	0	0	0	0	4
0	0.09	0.417	0.488	0.005	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0	0.001	0.999	0	0	0	0	0	0	0	0	0	0	0	5
0	0.002	0.221	0.724	0.053	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0.001	0.138	0.861	0	0	0	0	0	0	0	0	0	0	0	5
0	0.001	0.265	0.731	0.003	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0.163	0.7	0.137	0	0	0	0	0	0	0	0	0	0	0	4
0	0.359	0.361	0.278	0.002	0	0	0	0	0	0	0	0	0	0	0	3
0	0.02	0.391	0.585	0.004	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0	0.022	0.978	0	0	0	0	0	0	0	0	0	0	0	5
0	0.55	0.301	0.149	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0.001	0.106	0.714	0.179	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0.05	0.402	0.548	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.15	0.742	0.108	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0	0.021	0.979	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.023	0.408	0.569	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.005	0.212	0.783	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0.019	0.981	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0.032	0.968	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.004	0.108	0.888	0	0	0	0	0	0	0	0	0	0	0	5
0	0.675	0.216	0.108	0.001	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0	0.007	0.993	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.065	0.468	0.467	0	0	0	0	0	0	0	0	0	0	0	4
0	0.003	0.212	0.749	0.036	0	0	0	0	0	0	0	0	0	0	0	4
